rank,period_days,frequency_per_day,theta
1,1.00477604078165,0.9952466613575554,0.14610740022689575
2,0.9890699245028699,1.0110508622558954,0.16951054467288387
3,1.01670398551226,0.9835704533961832,0.6179419178673302
4,0.96026878432415,1.0413750986436714,0.6858862471082872
5,0.97787387687845,1.0226267657258425,0.7001867824977065
