rank,period_days,frequency_per_day,power
1,0.9890252951865394,1.011096485465916,0.7524569180214553
2,0.5014002816954987,1.9944145157207986,0.7420544015006851
3,0.4965657716078927,2.013831917495993,0.7195505228509921
4,1.007439659959086,0.9926152798477399,0.7140308735507311
5,98.7222969911147,0.010129423954651329,0.7073434209738203
