rank,period_days,frequency_per_day,power
1,132.52286638778185,0.007545867571818508,0.700890988061152
2,85.23216950629259,0.011732659227055943,0.5870585343599781
3,344.3192140104177,0.0029042817226277245,0.41020055125811755
4,63.88810621397393,0.01565236566334901,0.31619412235051575
5,51.93311274225518,0.019255537501921268,0.16052799135398965
