iteration,period_days
1,1.0100634634261667
2,0.9851030812986666
3,1.0100634634261667
4,0.9551506227456666
5,1.008399437951
6,0.9817750303483334
7,1.008399437951
8,0.9851030812986666
9,1.0250396927026666
10,1.008399437951
11,1.0100634634261667
12,1.008399437951
13,0.9368463425188334
14,0.9984152851
15,0.9851030812986666
16,0.9984152851
17,0.9851030812986666
18,1.008399437951
19,0.988431132249
20,0.9851030812986666
21,0.9817750303483334
22,1.008399437951
23,1.008399437951
24,1.0100634634261667
25,1.008399437951
26,1.008399437951
27,0.9851030812986666
28,0.988431132249
29,0.978446979398
30,1.008399437951
31,1.008399437951
32,1.0100634634261667
33,0.978446979398
34,1.008399437951
35,1.0816165588583333
36,0.9851030812986666
37,0.9851030812986666
38,0.9851030812986666
39,0.9984152851
40,1.008399437951
41,0.9801110048731667
42,1.008399437951
43,0.978446979398
44,0.9851030812986666
45,0.9851030812986666
46,1.0849446098086666
47,0.9817750303483334
48,0.9401743934691666
49,1.008399437951
50,0.988431132249
51,1.008399437951
52,0.9801110048731667
53,1.008399437951
54,0.9534865972705
55,1.0283677436529999
56,1.008399437951
57,0.9984152851
58,1.0599842276811666
59,0.988431132249
60,0.988431132249
61,0.9851030812986666
62,1.0133915143765
63,1.008399437951
64,0.9851030812986666
65,0.988431132249
66,1.008399437951
67,1.0100634634261667
68,1.0100634634261667
69,0.938510367994
70,1.0433439729295
71,0.9851030812986666
72,1.008399437951
73,0.9052298584906667
74,0.9867671067738333
75,0.9751189284476667
76,0.9851030812986666
77,0.9851030812986666
78,1.008399437951
79,0.9851030812986666
80,1.008399437951
81,0.988431132249
82,1.0100634634261667
83,0.9851030812986666
84,1.0100634634261667
85,0.9851030812986666
86,1.008399437951
87,1.008399437951
88,1.0849446098086666
89,0.988431132249
90,0.988431132249
91,0.988431132249
92,0.9551506227456666
93,0.988431132249
94,1.0100634634261667
95,1.0100634634261667
96,0.988431132249
97,0.9851030812986666
98,1.0217116417523333
99,0.9867671067738333
100,1.0117274889013332
101,1.0100634634261667
102,1.008399437951
103,1.008399437951
104,0.9851030812986666
105,0.9851030812986666
106,1.008399437951
107,1.0100634634261667
108,0.9817750303483334
109,1.0250396927026666
110,1.0067354124758334
111,1.008399437951
112,1.008399437951
113,1.0217116417523333
114,0.9751189284476667
115,1.008399437951
116,0.988431132249
117,1.008399437951
118,0.9851030812986666
119,0.9851030812986666
120,0.9851030812986666
121,0.9035658330155001
122,0.988431132249
123,0.988431132249
124,1.008399437951
125,0.9984152851
126,1.0100634634261667
127,0.9202060877671667
128,1.008399437951
129,1.0100634634261667
130,0.988431132249
131,1.0100634634261667
132,1.008399437951
133,0.9751189284476667
134,0.948494520845
135,0.9851030812986666
136,1.0217116417523333
137,0.9967512596248334
138,0.9851030812986666
139,1.008399437951
140,1.0250396927026666
141,1.008399437951
142,1.008399437951
143,0.9851030812986666
144,0.9851030812986666
145,0.988431132249
146,0.9767829539228333
147,1.008399437951
148,0.988431132249
149,1.0217116417523333
150,0.9118859603913334
151,1.008399437951
152,0.988431132249
153,1.0217116417523333
154,0.9851030812986666
155,0.9851030812986666
156,1.0067354124758334
157,1.008399437951
158,1.008399437951
159,1.018383590802
160,1.0100634634261667
161,1.008399437951
162,1.008399437951
163,0.988431132249
164,1.008399437951
165,1.0250396927026666
166,1.0100634634261667
167,0.9851030812986666
168,0.9052298584906667
169,0.988431132249
170,0.9851030812986666
171,0.9851030812986666
172,0.938510367994
173,1.008399437951
174,1.008399437951
175,0.9867671067738333
176,0.9851030812986666
177,0.9851030812986666
178,1.008399437951
179,1.008399437951
180,1.008399437951
181,1.008399437951
182,0.9168780368168333
183,1.008399437951
184,0.978446979398
185,1.0100634634261667
186,0.9002377820651667
187,1.0133915143765
188,0.988431132249
189,1.0117274889013332
190,1.008399437951
191,1.008399437951
192,0.9851030812986666
193,1.0217116417523333
194,1.008399437951
195,0.9851030812986666
196,0.988431132249
197,0.988431132249
198,0.9817750303483334
199,1.0150555398516667
200,0.9851030812986666
201,0.9851030812986666
202,0.9851030812986666
203,0.9851030812986666
204,0.988431132249
205,1.0283677436529999
206,1.008399437951
207,1.008399437951
208,0.9035658330155001
209,1.008399437951
210,1.0100634634261667
211,1.018383590802
212,0.988431132249
213,0.928526215143
214,0.978446979398
215,0.948494520845
216,1.008399437951
217,1.008399437951
218,0.9984152851
219,0.9851030812986666
220,0.9851030812986666
221,0.9867671067738333
222,1.0050713870006667
223,0.9851030812986666
224,1.008399437951
225,0.9984152851
226,1.008399437951
227,0.988431132249
228,1.0117274889013332
229,0.988431132249
230,1.008399437951
231,0.988431132249
232,0.978446979398
233,1.0250396927026666
234,1.008399437951
235,0.9817750303483334
236,0.9767829539228333
