period_days,frequency_per_day,mean_local_wavelet_power,mean_wwz_like_statistic
0.748811463825,1.3354496402764793,0.11128900681312426,0.502944107436928
0.750900198731067,1.331734898578909,0.15302525863713773,0.4568039467720158
0.7529889336371338,1.3280407657118385,0.2426547599224695,1.2215590670485161
0.7550776685432008,1.3243670706476287,0.2584038729877665,1.4702131069622417
0.7571664034492678,1.320713644245842,0.27841022275292565,1.8274395123943392
0.7592551383553346,1.3170803192272842,0.28425981770159764,2.4971913119331073
0.7613438732614016,1.3134669301484714,0.20502637416282157,0.9305972866042531
0.7634326081674686,1.3098733133765192,0.1442200523506551,0.44064143835983577
0.7655213430735355,1.3062993070644415,0.16051165773927667,0.5371594124964326
0.7676100779796025,1.302744751126851,0.19725825593308588,0.859918659660993
0.7696988128856694,1.2992094872160591,0.1287433337848369,0.46243135804428537
0.7717875477917364,1.2956933586985595,0.18111146340769413,0.8060892410679054
0.7738762826978033,1.292196210631897,0.19919608110672202,0.8101646997096633
0.7759650176038703,1.2887178897419052,0.1737590108052482,0.6262737375485575
0.7780537525099372,1.2852582444003162,0.15438629862607972,0.6459444428376439
0.7801424874160041,1.281817124602725,0.1497889771786344,0.7686255046642778
0.7822312223220711,1.27839438194691,0.14473818995302581,0.6818587083038541
0.7843199572281381,1.2749898696114987,0.12830351159744668,0.4668864894931607
0.786408692134205,1.2716034423349742,0.13629251977859227,0.46969817246348383
0.7884974270402719,1.268234956395014,0.1847926926905269,0.9340598934754861
0.7905861619463389,1.264884269588158,0.2029527196278692,1.1053999820866018
0.7926748968524058,1.2615512412097967,0.18866965131925634,0.9265397391549123
0.7947636317584728,1.258235732034475,0.17148725252139116,0.784605472064477
0.7968523666645397,1.254937604296508,0.1821038679804811,0.9094062851605822
0.7989411015706067,1.251656721670896,0.20092387428119973,1.0685215369273182
0.8010298364766736,1.2483929492545445,0.22306949598335,1.0261015325140026
0.8031185713827406,1.2451461535477706,0.2773372143641135,1.2841837468274722
0.8052073062888075,1.241916202436103,0.3221356889289182,2.933416645707742
0.8072960411948744,1.2387029651723618,0.3418137630648621,3.1999631700910918
0.8093847761009414,1.2355063123590135,0.33722058703234953,2.0495655150372394
0.8114735110070084,1.232326115930805,0.363700302178948,2.3572039192447978
0.8135622459130752,1.229162249137658,0.3220679046741975,3.2641639892324146
0.8156509808191422,1.2260145865278305,0.2557957543292116,2.2830398882578145
0.8177397157252092,1.2228830039313352,0.2851022093504705,1.5584738841123102
0.8198284506312761,1.2197673784436123,0.31954480052610107,1.6468351793965104
0.821917185537343,1.216667588409448,0.31526871071863705,1.800760075227815
0.82400592044341,1.2135835134071427,0.2608167876286519,1.2457920320411953
0.826094655349477,1.2105150342329147,0.24979089749255895,1.4642225730776022
0.8281833902555439,1.207462032885543,0.24166077148685286,1.584217523386141
0.8302721251616109,1.2044243925512397,0.2030337460577901,1.0980451958815043
0.8323608600676777,1.2014019975887524,0.17540749320932128,0.9499194945093101
0.8344495949737447,1.1983947335146878,0.15116236941445185,0.8803058185882982
0.8365383298798117,1.195402486989058,0.1069529585934549,0.6208088440955207
0.8386270647858787,1.1924251458010404,0.05228632526787201,0.23120375732962767
0.8407157996919455,1.189462598854951,0.04895012881945192,0.1362318685921331
0.8428045345980125,1.1865147361564257,0.10221610286848119,0.3550564305183166
0.8448932695040795,1.183581448798808,0.11641792662746143,0.42164752872045486
0.8469820044101464,1.1806626289497357,0.10131784300365142,0.34273560715255996
0.8490707393162134,1.177758169837928,0.12427228831440633,0.49014706917482614
0.8511594742222803,1.1748679657401664,0.17550273240501954,0.8107996051728152
0.8532482091283472,1.1719919119684648,0.18987143480209678,0.8553742765476031
0.8553369440344142,1.1691299048574304,0.20736600603146818,0.9378520446026989
0.8574256789404812,1.1662818417518095,0.2204292495103449,1.0882581960464712
0.859514413846548,1.163447620994211,0.21204987323898344,0.9450016901914806
0.861603148752615,1.1606271419130127,0.18459032867763037,0.7366871222079521
0.863691883658682,1.157820304810442,0.17840284906390164,0.6133671873669942
0.865780618564749,1.155027010950827,0.1869922392142152,0.6268112896976515
