period_days,frequency_per_day,fourier_power,semi_amplitude
125.89672306841001,0.007943018496649972,0.4107839790046809,0.13558863771419088
125.89792209623951,0.007942942848854766,0.4107585216710769,0.1355858534546124
125.89912114690804,0.00794286720105956,0.410733107114748,0.1355830782376702
125.9003202204163,0.007942791553264354,0.41070773535483496,0.13558031206903812
125.90151931676495,0.007942715905469147,0.4106824064104357,0.13557755495439003
125.90271843595457,0.007942640257673942,0.4106571203007553,0.13557480689939921
125.9039175779859,0.007942564609878735,0.41063187704483817,0.13557206790973714
125.90511674285955,0.007942488962083528,0.4106066766618464,0.13556933799107568
125.90631593057614,0.007942413314288323,0.41058151917088875,0.13556661714908522
125.9075151411364,0.007942337666493117,0.4105564045910738,0.1355639053894349
125.90871437454093,0.00794226201869791,0.41053133294148864,0.13556120271779373
125.90991363079037,0.007942186370902705,0.41050630424127416,0.1355585091398294
125.91111290988543,0.007942110723107498,0.41048131850950675,0.13555582466120883
125.91231221182673,0.007942035075312291,0.4104563757652843,0.135553149287598
125.91351153661489,0.007941959427517086,0.4104314760277047,0.13555048302466213
125.91471088425062,0.00794188377972188,0.41040661931583367,0.13554782587806527
125.91591025473456,0.007941808131926673,0.4103818056487798,0.13554517785347064
125.91710964806731,0.007941732484131468,0.41035703504561954,0.13554253895654075
125.9183090642496,0.00794165683633626,0.41033230752542926,0.13553990919293663
125.91950850328202,0.007941581188541056,0.4103076231072533,0.13553728856831895
125.92070796516528,0.007941505540745849,0.4102829818102003,0.13553467708834716
125.9219074499,0.007941429892950642,0.4102583836533036,0.13553207475867937
125.92310695748681,0.007941354245155437,0.4102338286556398,0.1355294815849736
125.92430648792642,0.00794127859736023,0.41020931683626377,0.1355268975728858
125.92550604121944,0.007941202949565023,0.4101848482142091,0.13552432272807194
125.92670561736652,0.007941127301769818,0.4101604228085307,0.135521757056186
125.92790521636834,0.007941051653974612,0.41013604063828357,0.13551920056288172
125.92910483822557,0.007940976006179405,0.4101117017224691,0.13551665325381132
125.93030448293878,0.0079409003583842,0.4100874060801528,0.13551411513462647
125.93150415050873,0.007940824710588993,0.4100631537303684,0.13551158621097723
125.932703840936,0.007940749062793786,0.41003894469212787,0.13550906648851274
125.93390355422125,0.007940673414998581,0.41001477898445393,0.13550655597288128
125.93510329036518,0.007940597767203374,0.40999065662636947,0.13550405466972995
125.93630304936839,0.007940522119408168,0.40996657763689726,0.13550156258470486
125.93750283123154,0.007940446471612963,0.40994254203498487,0.13549907972345082
125.93870263595534,0.007940370823817756,0.4099185498397196,0.13549660609161168
125.93990246354038,0.007940295176022549,0.40989460107005976,0.13549414169482998
125.94110231398732,0.007940219528227344,0.409870695744996,0.13549168653874752
125.94230218729685,0.007940143880432137,0.4098468338835189,0.13548924062900433
125.9435020834696,0.00794006823263693,0.4098230155046513,0.13548680397123986
125.9447020025062,0.007939992584841725,0.40979924062733003,0.13548437657109233
125.94590194440735,0.007939916937046518,0.409775509270535,0.13548195843419836
125.9471019091737,0.007939841289251312,0.40975182145326766,0.13547954956619393
125.94830189680584,0.007939765641456107,0.409728177194497,0.13547714997271382
125.94950190730451,0.0079396899936609,0.4097045765131278,0.13547475965939063
125.95070194067029,0.007939614345865695,0.4096810194282044,0.1354723786318575
125.95190199690389,0.007939538698070488,0.40965750595862077,0.1354700068957447
125.95310207600595,0.007939463050275281,0.40963403612335675,0.13546764445668208
125.95430217797707,0.007939387402480076,0.40961060994134935,0.1354652913202984
125.95550230281799,0.00793931175468487,0.40958722743151404,0.1354629474922205
125.95670245052932,0.007939236106889663,0.40956388861285214,0.13546061297807463
125.95790262111169,0.007939160459094458,0.40954059350424693,0.13545828778348548
125.9591028145658,0.00793908481129925,0.4095173421246354,0.13545597191407613
125.96030303089228,0.007939009163504044,0.4094941344929116,0.13545366537546924
125.96150327009177,0.007938933515708839,0.40947097062804466,0.13545136817328557
125.96270353216495,0.007938857867913632,0.4094478505489071,0.13544908031314437
125.96390381711248,0.007938782220118425,0.4094247742744466,0.1354468018006642
125.96510412493497,0.00793870657232322,0.4094017418235252,0.1354445326414618
125.96630445563312,0.007938630924528014,0.40937875321506884,0.1354422728411527
125.96750480920757,0.007938555276732807,0.4093558084679824,0.13544002240535138
125.96870518565895,0.007938479628937602,0.40933290760109564,0.13543778133967055
125.96990558498796,0.007938403981142395,0.40931005063336684,0.13543554964972176
125.97110600719522,0.007938328333347188,0.40928723758363644,0.1354333273411151
125.97230645228137,0.007938252685551983,0.40926446847079845,0.13543111441945943
125.97350692024712,0.007938177037756776,0.40924174331369334,0.13542891089036233
125.97470741109308,0.00793810138996157,0.409219062131215,0.13542671675942897
125.9759079248199,0.007938025742166364,0.409196424942204,0.1354245320322648
125.97710846142826,0.007937950094371158,0.40917383176551125,0.13542235671447253
125.97830902091881,0.00793787444657595,0.409151282620031,0.13542019081165402
125.97950960329217,0.007937798798780746,0.4091287775245498,0.13541803432940927
125.98071020854904,0.007937723150985539,0.4091063164979511,0.1354158872733372
125.98191083669008,0.007937647503190332,0.4090838995590752,0.13541374964903521
125.98311148771587,0.007937571855395127,0.40906152672669815,0.13541162146209934
125.98431216162714,0.00793749620759992,0.40903919801970323,0.1354095027181234
125.98551285842453,0.007937420559804714,0.40901691345688795,0.13540739342270075
125.98671357810865,0.007937344912009509,0.40899467305706055,0.1354052935814228
125.98791432068022,0.007937269264214302,0.4089724768390506,0.13540320319987892
125.98911508613986,0.007937193616419095,0.40895032482164484,0.13540112228365808
125.9903158744882,0.00793711796862389,0.40892821702364085,0.13539905083834675
125.99151668572594,0.007937042320828683,0.40890615346384673,0.13539698886953
125.9927175198537,0.007936966673033478,0.40888413416104924,0.13539493638279207
125.99391837687217,0.007936891025238271,0.4088621591340566,0.13539289338371463
125.99511925678198,0.007936815377443064,0.40884022840159123,0.13539085987787827
125.99632015958376,0.00793673972964786,0.40881834198247197,0.13538883587086248
125.99752108527824,0.007936664081852653,0.4087964998954427,0.135386821368244
125.998722033866,0.007936588434057446,0.40877470215931155,0.13538481637559907
125.99992300534771,0.00793651278626224,0.4087529487927581,0.13538282089850168
126.00112399972407,0.007936437138467034,0.4087312398146441,0.13538083494252437
126.0023250169957,0.007936361490671827,0.40870957524363827,0.13537885851323822
126.00352605716321,0.007936285842876622,0.4086879550984738,0.13537689161621233
126.00472712022734,0.007936210195081415,0.4086663793979373,0.1353749342570141
126.00592820618871,0.007936134547286209,0.40864484816074054,0.13537298644121004
126.00712931504795,0.007936058899491004,0.4086233614056165,0.13537104817436388
126.00833044680576,0.007935983251695797,0.4086019191512662,0.1353691194620384
126.00953160146275,0.00793590760390059,0.40858052141641193,0.1353672003097945
126.01073277901959,0.007935831956105385,0.40855916821977606,0.1353652907231914
126.01193397947696,0.007935756308310178,0.4085378595800703,0.13536339070778655
126.0131352028355,0.007935680660514971,0.408516595515974,0.13536150026913563
126.01433644909582,0.007935605012719766,0.4084953760461989,0.1353596194127926
126.01553771825866,0.00793552936492456,0.40847420118941363,0.13535774814430993
126.01673901032461,0.007935453717129353,0.40845307096431915,0.13535588646923763
126.01794032529433,0.007935378069334148,0.4084319853895842,0.13535403439312488
126.01914166316853,0.007935302421538941,0.4084109444838668,0.13535219192151854
126.02034302394777,0.007935226773743736,0.408389948265857,0.13535035905996345
126.0215444076328,0.007935151125948529,0.4083689967542129,0.13534853581400333
126.02274581422424,0.007935075478153322,0.40834808996756033,0.13534672218917954
126.0239472437227,0.007934999830358117,0.40832722792458936,0.13534491819103184
126.02514869612892,0.00793492418256291,0.40830641064393663,0.13534312382509806
126.0263501714435,0.007934848534767704,0.4082856381441957,0.1353413390969144
126.02755166966708,0.007934772886972499,0.40826491044405677,0.1353395640120149
126.02875319080037,0.007934697239177292,0.4082442275621242,0.13533779857593198
126.029954734844,0.007934621591382085,0.40822358951699156,0.135336042794196
126.03115630179859,0.00793454594358688,0.40820299632733836,0.13533429667233562
126.03235789166484,0.007934470295791673,0.40818244801169384,0.1353325602158774
126.03355950444342,0.007934394647996466,0.4081619445887374,0.13533083343034635
126.0347611401349,0.007934319000201261,0.40814148607700906,0.13532911632126526
126.03596279874004,0.007934243352406055,0.40812107249515606,0.13532740889415498
126.03716448025945,0.007934167704610848,0.40810070386167546,0.1353257111545344
126.03836618469376,0.007934092056815643,0.4080803801952575,0.1353240231079209
126.03956791204367,0.007934016409020436,0.40806010151440986,0.13532234475982935
126.0407696623098,0.007933940761225229,0.408039867837694,0.1353206761157729
126.04197143549281,0.007933865113430024,0.40801967918371435,0.13531901718126288
126.04317323159339,0.007933789465634817,0.40799953557100005,0.1353173679618082
126.04437505061216,0.00793371381783961,0.40797943701812334,0.13531572846291626
126.04557689254978,0.007933638170044405,0.40795938354360267,0.13531409869009203
126.04677875740693,0.007933562522249199,0.40793937516598877,0.13531247864883872
126.04798064518424,0.007933486874453992,0.4079194119038109,0.13531086834465753
126.04918255588235,0.007933411226658787,0.407899493775609,0.13530926778304747
126.05038448950198,0.00793333557886358,0.4078796207998802,0.13530767696950563
126.05158644604373,0.007933259931068373,0.4078597929951644,0.13530609590952686
126.05278842550825,0.007933184283273168,0.40784001037995865,0.13530452460860404
126.05399042789625,0.007933108635477961,0.40782027297276,0.13530296307222792
126.05519245320835,0.007933032987682755,0.4078005807920763,0.1353014113058873
126.05639450144517,0.00793295733988755,0.40778093385638314,0.1352998693150688
126.05759657260744,0.007932881692092343,0.40776133218419897,0.135298337105257
126.05879866669578,0.007932806044297136,0.40774177579394577,0.1352968146819339
126.06000078371082,0.007932730396501931,0.40772226470413137,0.1352953020505801
126.06120292365325,0.007932654748706724,0.4077027989332206,0.13529379921667375
126.06240508652374,0.007932579100911517,0.4076833784996461,0.13529230618569035
126.0636072723229,0.007932503453116312,0.4076640034218943,0.1352908229631039
126.06480948105141,0.007932427805321106,0.40764467371838703,0.13528934955438587
126.06601171270992,0.0079323521575259,0.40762538940762144,0.13528788596500568
126.06721396729911,0.007932276509730694,0.40760615050794435,0.13528643220043063
126.06841624481963,0.007932200861935487,0.40758695703782066,0.1352849882661255
126.06961854527209,0.007932125214140282,0.40756780901570444,0.13528355416755314
126.07082086865721,0.007932049566345075,0.40754870645997476,0.13528212991017405
126.0720232149756,0.007931973918549868,0.40752964938903213,0.13528071549944637
126.07322558422791,0.007931898270754663,0.40751063782129854,0.13527931094082654
126.07442797641487,0.007931822622959456,0.40749167177517437,0.1352779162397679
126.07563039153706,0.00793174697516425,0.4074727512690065,0.13527653140172177
126.07683282959513,0.007931671327369045,0.4074538763212599,0.13527515643213786
126.07803529058981,0.007931595679573838,0.4074350469502277,0.13527379133646272
126.07923777452172,0.007931520031778631,0.40741626317434254,0.1352724361201408
126.08044028139146,0.007931444383983426,0.4073975250118977,0.1352710907886148
126.08164281119977,0.00793136873618822,0.40737883248130435,0.1352697553473244
126.08284536394727,0.007931293088393012,0.4073601856008986,0.13526842980170703
126.0840479396346,0.007931217440597807,0.40734158438901663,0.1352671141571981
126.08525053826246,0.0079311417928026,0.407323028864016,0.1352658084192305
126.08645315983148,0.007931066145007394,0.40730451904421133,0.13526451259323483
126.08765580434229,0.007930990497212189,0.4072860549479173,0.13526322668463892
126.0888584717956,0.007930914849416982,0.4072676365934486,0.1352619506988684
126.09006116219206,0.007930839201621775,0.4072492639991628,0.13526068464134722
126.09126387553225,0.00793076355382657,0.4072309371833208,0.1352594285174956
126.09246661181693,0.007930687906031363,0.40721265616419455,0.13525818233273226
126.09366937104667,0.007930612258236158,0.40719442096012004,0.1352569460924732
126.09487215322221,0.007930536610440951,0.407176231589369,0.13525571980213213
126.09607495834416,0.007930460962645745,0.40715808807019177,0.13525450346711995
126.09727778641314,0.00793038531485054,0.4071399904209137,0.1352532970928456
126.0984806374299,0.007930309667055333,0.4071219386597637,0.1352521006847148
126.09968351139503,0.007930234019260126,0.4071039328049705,0.13525091424813135
126.10088640830917,0.007930158371464921,0.4070859728748273,0.13524973778849675
126.10208932817304,0.007930082723669714,0.40706805888754155,0.13524857131120924
126.10329227098725,0.007930007075874507,0.40705019086139566,0.13524741482166505
126.10449523675246,0.007929931428079302,0.4070323688145863,0.13524626832525796
126.10569822546935,0.007929855780284096,0.4070145927652887,0.13524513182737852
126.10690123713859,0.007929780132488889,0.4069968627318174,0.13524400533341566
126.10810427176077,0.007929704484693684,0.4069791787323154,0.1352428888487552
126.1093073293366,0.007929628836898477,0.40696154078496877,0.13524178237878026
126.11051040986675,0.00792955318910327,0.40694394890801694,0.13524068592887165
126.11171351335182,0.007929477541308065,0.40692640311960293,0.13523959950440756
126.11291663979252,0.007929401893512858,0.40690890343796626,0.13523852311076337
126.11411978918947,0.007929326245717652,0.40689144988122855,0.13523745675331192
126.11532296154334,0.007929250597922446,0.40687404246754344,0.1352364004374236
126.11652615685482,0.00792917495012724,0.4068566812150969,0.1352353541684657
126.11772937512453,0.007929099302332033,0.40683936614203187,0.1352343179518035
126.1189326163531,0.007929023654536828,0.4068220972665236,0.13523329179279914
126.12013588054126,0.007928948006741621,0.40680487460666137,0.13523227569681204
126.12133916768963,0.007928872358946414,0.4067876981805882,0.1352312696691992
126.12254247779883,0.00792879671115121,0.4067705680064149,0.13523027371531487
126.12374581086958,0.007928721063356002,0.4067534841022738,0.1352292878405102
126.12494916690251,0.007928645415560796,0.4067364464862863,0.13522831205013416
126.12615254589826,0.00792856976776559,0.4067194551765204,0.13522734634953273
126.12735594785752,0.007928494119970384,0.4067025101910976,0.13522639074404913
126.12855937278094,0.007928418472175177,0.4066856115480536,0.13522544523902374
126.12976282066914,0.007928342824379972,0.40666875926553137,0.1352245098397946
126.13096629152284,0.007928267176584765,0.4066519533615667,0.1352235845516961
126.13216978534267,0.007928191528789558,0.4066351938542273,0.13522266938006056
126.13337330212924,0.007928115880994353,0.4066184807615491,0.1352217643302177
126.13457684188329,0.007928040233199147,0.40660181410159985,0.1352208694074934
126.13578040460543,0.00792796458540394,0.40658519389244746,0.13521998461721182
126.13698399029629,0.007927888937608735,0.406568620152074,0.13521910996469352
126.13818759895659,0.007927813289813528,0.40655209289853667,0.13521824545525676
126.13939123058694,0.007927737642018323,0.40653561214982814,0.13521739109421638
126.14059488518804,0.007927661994223116,0.4065191779239735,0.13521654688688464
126.14179856276053,0.00792758634642791,0.4065027902390084,0.13521571283857112
126.14300226330502,0.007927510698632704,0.4064864491128613,0.13521488895458209
126.14420598682226,0.007927435050837497,0.40647015456360003,0.13521407524022128
126.14540973331283,0.00792735940304229,0.4064539066091101,0.1352132717007893
126.14661350277741,0.007927283755247086,0.4064377052674487,0.13521247834158376
126.14781729521668,0.007927208107451879,0.4064215505565335,0.1352116951678994
126.14902111063128,0.007927132459656672,0.40640544249434657,0.13521092218502812
126.15022494902185,0.007927056811861467,0.4063893810988055,0.13521015939825895
126.15142881038908,0.00792698116406626,0.406373366387871,0.1352094068128777
126.15263269473363,0.007926905516271053,0.4063573983794929,0.13520866443416715
126.1538366020561,0.007926829868475848,0.40634147709158885,0.13520793226740707
126.15504053235722,0.007926754220680642,0.4063256025420552,0.1352072103178747
126.15624448563761,0.007926678572885435,0.4063097747488309,0.13520649859084358
126.15744846189793,0.00792660292509023,0.4062939937298016,0.13520579709158473
126.15865246113886,0.007926527277295023,0.4062782595028741,0.13520510582536568
126.15985648336103,0.007926451629499816,0.4062625720859126,0.1352044247974519
126.16106052856509,0.007926375981704611,0.4062469314968347,0.13520375401310444
126.16226459675175,0.007926300333909404,0.40623133775347225,0.13520309347758164
126.16346868792162,0.007926224686114198,0.4062157908736893,0.13520244319613942
126.16467280207536,0.007926149038318992,0.4062002908753821,0.13520180317403044
126.16587693921367,0.007926073390523786,0.4061848377763717,0.13520117341650345
126.16708109933715,0.00792599774272858,0.40616943159449004,0.1352005539288051
126.1682852824465,0.007925922094933374,0.4061540723475903,0.13519994471617783
126.16948948854238,0.007925846447138167,0.40613876005346156,0.13519934578386195
126.17069371762541,0.007925770799342962,0.4061234947299463,0.13519875713709423
126.1718979696963,0.007925695151547755,0.4061082763948442,0.13519817878110799
126.17310224475567,0.007925619503752548,0.4060931050659442,0.1351976107211339
126.17430654280417,0.007925543855957343,0.4060779807610567,0.13519705296239884
126.1755108638425,0.007925468208162137,0.40606290349794916,0.1351965055101269
126.1767152078713,0.00792539256036693,0.4060478732944427,0.13519596836953876
126.17791957489119,0.007925316912571725,0.406032890168219,0.1351954415458524
126.17912396490289,0.007925241264776518,0.40601795413707764,0.13519492504428138
126.18032837790703,0.007925165616981311,0.4060030652187969,0.13519441887003747
126.18153281390424,0.007925089969186106,0.4059882234310584,0.13519392302832792
126.18273727289524,0.0079250143213909,0.4059734287916725,0.13519343752435747
126.18394175488065,0.007924938673595693,0.40595868131828866,0.1351929623633274
126.18514625986111,0.007924863025800487,0.4059439810286744,0.1351924975504355
126.18635078783733,0.00792478737800528,0.4059293279405113,0.13519204309087643
126.18755533880994,0.007924711730210074,0.40591472207151325,0.13519159898984157
126.18875991277957,0.007924636082414869,0.4059001634393511,0.13519116525251895
126.18996450974694,0.007924560434619662,0.405885652061728,0.1351907418840931
126.19116912971269,0.007924484786824455,0.40587118795632554,0.13519032888974541
126.19237377267741,0.00792440913902925,0.4058567711407718,0.1351899262746532
126.19357843864186,0.007924333491234043,0.40584240163275903,0.13518953404399175
126.19478312760666,0.007924257843438837,0.4058280794499475,0.13518915220293212
126.19598783957242,0.007924182195643632,0.4058138046099652,0.13518878075664148
126.19719257453987,0.007924106547848425,0.40579957713039716,0.13518841971028475
126.19839733250964,0.007924030900053218,0.4057853970289358,0.1351880690690225
126.19960211348236,0.007923955252258013,0.4057712643231447,0.13518772883801247
126.20080691745875,0.007923879604462806,0.4057571790306841,0.13518739902240823
126.20201174443943,0.0079238039566676,0.4057431411690854,0.13518707962736104
126.20321659442504,0.007923728308872394,0.40572915075600874,0.13518677065801726
126.20442146741628,0.007923652661077188,0.40571520780898557,0.1351864721195208
126.20562636341381,0.00792357701328198,0.40570131234561174,0.13518618401701185
126.20683128241824,0.007923501365486776,0.40568746438340797,0.13518590635562702
126.20803622443027,0.007923425717691569,0.40567366393999144,0.13518563914049922
126.20924118945057,0.007923350069896362,0.4056599110328722,0.1351853823767579
126.21044617747974,0.007923274422101157,0.40564620567959236,0.13518513606952953
126.21165118851852,0.00792319877430595,0.40563254789767267,0.1351849002239362
126.21285622256748,0.007923123126510745,0.4056189377046338,0.13518467484509689
126.21406127962736,0.007923047478715538,0.40560537511799644,0.13518445993812717
126.21526635969879,0.007922971830920332,0.40559186015527066,0.13518425550813837
126.21647146278238,0.007922896183125127,0.4055783928339341,0.13518406156023874
126.21767658887887,0.00792282053532992,0.4055649731714432,0.13518387809953306
126.21888173798888,0.007922744887534713,0.40555160118532935,0.13518370513112138
126.22008691011305,0.007922669239739508,0.4055382768930167,0.13518354266010219
126.22129210525209,0.007922593591944301,0.405525000311983,0.13518339069156862
126.22249732340663,0.007922517944149094,0.4055117714596632,0.13518324923061004
126.22370256457728,0.00792244229635389,0.4054985903535243,0.1351831182823134
126.2249078287648,0.007922366648558683,0.4054854570109475,0.13518299785176105
126.2261131159698,0.007922291000763476,0.40547237144938925,0.13518288794403205
126.2273184261929,0.00792221535296827,0.4054593336862843,0.1351827885642013
126.22852375943481,0.007922139705173064,0.4054463437389495,0.1351826997173406
126.22972911569619,0.007922064057377857,0.4054334016248627,0.1351826214085174
126.23093449497766,0.007921988409582652,0.40542050736137286,0.13518255364279588
126.23213989727992,0.007921912761787445,0.40540766096586134,0.1351824964252362
126.23334532260363,0.007921837113992239,0.40539486245568773,0.1351824497608952
126.2345507709494,0.007921761466197033,0.40538211184821193,0.13518241365482503
126.23575624231795,0.007921685818401827,0.40536940916077224,0.13518238811207492
126.23696173670992,0.00792161017060662,0.4053567544107498,0.13518237313768994
126.23816725412593,0.007921534522811415,0.4053441476154401,0.1351823687367114
126.23937279456669,0.007921458875016208,0.405331588792117,0.13518237491417676
126.24057835803283,0.007921383227221003,0.4053190779581939,0.1351823916751197
126.24178394452504,0.007921307579425796,0.4053066151308804,0.13518241902456993
126.24298955404396,0.00792123193163059,0.40529420032752556,0.13518245696755327
126.24419518659023,0.007921156283835384,0.40528183356534964,0.1351825055090921
126.24540084216456,0.007921080636040178,0.40526951486170165,0.13518256465420447
126.24660652076757,0.00792100498824497,0.40525724423381265,0.13518263440790432
126.24781222239992,0.007920929340449766,0.4052450216989244,0.13518271477520266
126.24901794706228,0.007920853692654559,0.4052328472742893,0.13518280576110525
126.25022369475533,0.007920778044859352,0.4052207209771384,0.13518290737061528
126.25142946547967,0.007920702397064147,0.40520864282469204,0.13518301960873072
126.25263525923604,0.00792062674926894,0.4051966128341919,0.13518314248044644
126.25384107602505,0.007920551101473734,0.4051846310228046,0.13518327599075317
126.25504691584736,0.007920475453678529,0.40517269740777195,0.13518342014463736
126.25625277870365,0.007920399805883322,0.40516081200624987,0.1351835749470819
126.25745866459458,0.007920324158088115,0.40514897483543716,0.1351837404030651
126.25866457352076,0.00792024851029291,0.4051371859124897,0.13518391651756204
126.25987050548292,0.007920172862497703,0.40512544525456345,0.13518410329554298
126.26107646048169,0.007920097214702496,0.4051137528788143,0.13518430074197485
126.26228243851772,0.007920021566907291,0.40510210880234454,0.13518450886181993
126.26348843959168,0.007919945919112084,0.4050905130423422,0.1351847276600369
126.26469446370425,0.007919870271316878,0.40507896561589896,0.13518495714157958
126.26590051085603,0.007919794623521673,0.40506746654009546,0.13518519731139883
126.26710658104776,0.007919718975726466,0.4050560158320877,0.1351854481744408
126.26831267428004,0.007919643327931259,0.40504461350891363,0.13518570973564742
126.26951879055355,0.007919567680136054,0.4050332595877076,0.13518598199995652
126.27072492986896,0.007919492032340847,0.4050219540854968,0.13518626497230235
126.27193109222692,0.00791941638454564,0.40501069701931913,0.13518655865761411
126.27313727762808,0.007919340736750435,0.40499948840630906,0.13518686306081767
126.27434348607312,0.007919265088955229,0.40498832826341863,0.13518717818683415
126.27554971756271,0.007919189441160022,0.4049772166077286,0.13518750404058064
126.27675597209746,0.007919113793364817,0.4049661534562663,0.13518784062697037
126.2779622496781,0.00791903814556961,0.4049551388259943,0.13518818795091192
126.27916855030523,0.007918962497774403,0.4049441727339399,0.13518854601730979
126.28037487397953,0.007918886849979198,0.40493325519708734,0.13518891483106424
126.28158122070168,0.007918811202183991,0.40492238623244226,0.13518929439707142
126.28278759047232,0.007918735554388785,0.40491156585694604,0.13518968472022316
126.2839939832921,0.00791865990659358,0.4049007940875614,0.13519008580540684
126.28520039916172,0.007918584258798373,0.40489007094125123,0.1351904976575056
126.28640683808179,0.007918508611003168,0.4048793964349568,0.1351909202813987
126.28761330005302,0.00791843296320796,0.4048687705855873,0.13519135368196047
126.28881978507606,0.007918357315412754,0.4048581934100625,0.13519179786406138
126.29002629315153,0.007918281667617549,0.4048476649253453,0.13519225283256756
126.29123282428014,0.007918206019822342,0.40483718514822675,0.1351927185923402
126.29243937846253,0.007918130372027135,0.40482675409568036,0.13519319514823722
126.29364595569935,0.00791805472423193,0.4048163717845724,0.13519368250511082
126.29485255599128,0.007917979076436724,0.40480603823176914,0.13519418066781017
126.29605917933898,0.007917903428641517,0.40479575345410446,0.13519468964117912
126.29726582574307,0.007917827780846312,0.404785517468434,0.13519520943005725
126.29847249520428,0.007917752133051105,0.4047753302916025,0.13519574003928028
126.29967918772323,0.007917676485255898,0.4047651919404225,0.13519628147367882
126.30088590330057,0.007917600837460693,0.4047551024317495,0.13519683373807956
126.302092641937,0.007917525189665486,0.404745061782321,0.13519739683730442
126.30329940363315,0.00791744954187028,0.4047350700089925,0.13519797077617066
126.30450618838967,0.007917373894075075,0.40472512712853365,0.1351985555594917
126.30571299620726,0.007917298246279868,0.4047152331576819,0.135199151192076
126.30691982708656,0.007917222598484661,0.40470538811323914,0.13519975767872783
126.30812668102821,0.007917146950689456,0.40469559201195354,0.1352003750242463
126.30933355803292,0.007917071302894249,0.4046858448705519,0.13520100323342693
126.31054045810133,0.007916995655099042,0.4046761467057502,0.13520164231105994
126.31174738123406,0.007916920007303837,0.4046664975343181,0.13520229226193112
126.31295432743184,0.00791684435950863,0.404656897372918,0.1352029530908224
126.31416129669526,0.007916768711713425,0.4046473462382766,0.13520362480251022
